no,title,content,clean_content,url
9,Tahu Serasi ,"Tahu Serasi merupakan tahu khas dari daerah Bandungan, Ambarawa. Daerah ini dikenal sebagai sentra produksi tahu. Tahu serasi berwarna putih dan padat dengan rasa enak dan gurih. Sebelum dinikmati, tahu serasi digoreng terlebih dahulu. Satu bungkus tahu serasi dibandrol dengan harga yang sangat terjangkau. Tahu serasi dapat di beli di kawasan wisata Bandungan dan beberapa supermarket modern di Semarang dan sekitarnya.    Sumber Foto : https://kabsemarangtourism.com/?p=108",tahu serasi merupakan tahu khas dari daerah bandungan ambarawa daerah ini dikenal sebagai sentra produksi tahu tahu serasi berwarna putih dan padat dengan rasa enak dan gurih sebelum dinikmati tahu serasi digoreng terlebih dahulu satu bungkus tahu serasi dibandrol dengan harga yang sangat terjangkau tahu serasi dapat di beli di kawasan wisata bandungan dan beberapa supermarket modern di semarang dan sekitarnya sumber foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/tahu-serasi
10,Tahu Bakso Bu Pudji ,"Tahu Bakso adalah kudapan tahu yang diisi dengan bakso dengan cita rasa gurih dan asin. Tahu Baxo Bu Pudji mulai diproduksi tahun 1995 dan menjadi salah satu oleh-oleh pilihan wisatawan yang datang berkunjung ke Semarang dan sekitarnya. Saat ini, Tahu Baxo Bu Pudji telah membuka 3 outlet, yaitu : Outlet 1 | buka : 08.00   21.00
Jl. Diponegoro Mijen Ungaran Timur
Telp : 024-76914420 Outlet 2 | buka : 08.00   21.00
Jl. Raya Semarang   Bawen Km.24 Babadan Ungaran
Telp : 0851 0033 1711 Outlet 3 | buka : 07.00-21.00
Jl. Pamularsih No. 15 Semarang Barat
Telp : 0822 4247 5758",tahu bakso adalah kudapan tahu yang diisi dengan bakso dengan cita rasa gurih dan asin tahu baxo bu pudji mulai diproduksi tahun dan menjadi salah satu oleh oleh pilihan wisatawan yang datang berkunjung ke semarang dan sekitarnya saat ini tahu baxo bu pudji telah membuka outlet yaitu outlet buka jl diponegoro mijen ungaran timur telp outlet buka jl raya semarang bawen km babadan ungaran telp outlet buka jl pamularsih no semarang barat telp ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/kuliner/tahu-bakso-bu-pudji
1,Lontong Cap Go Meh ,"LONTONG CAP GO MEH, OPOR KHAS IMLEK Masyarakat Tionghoa di Semarang punya menu istimewa pada hari ke-15 hari setelah perayaan imlek. Lontong Cap Go Meh, namanya. Sekilas, lontong Cap Go Meh menyerupai opor karena merupakan hidangan adaptasi peranakan Tionghoa Indonesia dengan masakan Jawa. Satu piring lontong Cap Go Meh terdapat irisan lontong dan bemacam-macam sayur dan lauk, seperti lodeh, sambal goreng, telur pindang, ayam suir, dll. Wah, porsi mantap dengan rasa sedap.",lontong cap go meh opor khas imlek masyarakat tionghoa di semarang punya menu istimewa pada hari ke hari setelah perayaan imlek lontong cap go meh namanya sekilas lontong cap go meh menyerupai opor karena merupakan hidangan adaptasi peranakan tionghoa indonesia dengan masakan jawa satu piring lontong cap go meh terdapat irisan lontong dan bemacam macam sayur dan lauk seperti lodeh sambal goreng telur pindang ayam suir dll wah porsi mantap dengan rasa sedap ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/lontong-cap-go-meh
2,Bandeng Presto ,"Olahan ikan bandeng yang dimasak dengan cara presto, sehingga duri ikan bandeng menjadi lunak. Tempat penjualan bandeng presto juga menyediakan beragam olahan lainnya, seperti pepes, otak-otak, panggang, hingga kremes. Bandeng Presto dapat diperoleh di pusat oleh-oleh di sepanjang Jalan Pandanaran Semarang.",olahan ikan bandeng yang dimasak dengan cara presto sehingga duri ikan bandeng menjadi lunak tempat penjualan bandeng presto juga menyediakan beragam olahan lainnya seperti pepes otak otak panggang hingga kremes bandeng presto dapat diperoleh di pusat oleh oleh di sepanjang jalan pandanaran semarang ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/bandeng-presto
3,Wingko Babat ,"Wingko Babat terbuat dari bahan kelapa dan beras ketan serta memiliki berbagai varian rasa sepert durian, coklat, nangka, pandan, dll. Wingko Babat tersedia dalam berbagai merek dan dapat diperoleh di Pusat Oleh-oleh Jalan Pandanaran, Stasiun Tawang, Stasiun Poncol dan pusat penjualan Wingko Babat di Jalan Cendrawasih No.14, Kawasan Kota Lama - Semarang.",wingko babat terbuat dari bahan kelapa dan beras ketan serta memiliki berbagai varian rasa sepert durian coklat nangka pandan dll wingko babat tersedia dalam berbagai merek dan dapat diperoleh di pusat oleh oleh jalan pandanaran stasiun tawang stasiun poncol dan pusat penjualan wingko babat di jalan cendrawasih no kawasan kota lama semarang ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/wingko-babat
4,Ganjel Rel ,"Roti manis berwarna cokelat yang diolah dengan bahan baku rempah-rempah, seperti cengkih, gula aren, kayu manis dan kembang lawang. Pada umumnya Ganjel Rel berbentuk balok dan bertabur wijen di atasnya. Keunikan lainnya ialah teksturnya yang tidak lembut sehingga agak alot, namun tetap nikmat. Dinamakan Ganjel Rel karena bentuknya yang besar. ",roti manis berwarna cokelat yang diolah dengan bahan baku rempah rempah seperti cengkih gula aren kayu manis dan kembang lawang pada umumnya ganjel rel berbentuk balok dan bertabur wijen di atasnya keunikan lainnya ialah teksturnya yang tidak lembut sehingga agak alot namun tetap nikmat dinamakan ganjel rel karena bentuknya yang besar ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/ganjel-rel
5,Mi Kopyok ,"adalah jenis makanan yang biasanya dijual di pagi hari. Ini terdiri dari mie, tauge, remah kerupuk dan disajikan saus dengan campuran bawang putih, ditaburi seledri, goreng onionsand, kecap manis. Meskipun hidangan ini dapat dibuat dengan mudah, orang suka membelinya di salah satu vendor terkenal. Salah satu th terbaik Mie Kopyok di Semarang dapat ditemukan di Pak Dhuwur warung di Jl. Tanjung yang terletak di depan gedung PLN",adalah jenis makanan yang biasanya dijual di pagi hari ini terdiri dari mie tauge remah kerupuk dan disajikan saus dengan campuran bawang putih ditaburi seledri goreng onionsand kecap manis meskipun hidangan ini dapat dibuat dengan mudah orang suka membelinya di salah satu vendor terkenal salah satu th terbaik mie kopyok di semarang dapat ditemukan di pak dhuwur warung di jl tanjung yang terletak di depan gedung pln,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/mi-kopyok
6,Tahu Gimbal ,"Racikan tahu gimbal terdiri dari potongan tahu goreng, lontong, tauge, telur ceplok, rajangan kubis mentah dan gimbal. Gimbal adalah bakwan udang. Kemudian, campuran bahan itu diguyur saus kacang petis udang. Tahu Gimbal banyak ditemui di daerah Taman Indonesia Kaya, daerah Menteri Supeno dan daerah Simpanglima.",racikan tahu gimbal terdiri dari potongan tahu goreng lontong tauge telur ceplok rajangan kubis mentah dan gimbal gimbal adalah bakwan udang kemudian campuran bahan itu diguyur saus kacang petis udang tahu gimbal banyak ditemui di daerah taman indonesia kaya daerah menteri supeno dan daerah simpanglima ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/tahu-gimbal
7,Lumpia ,"Kudapan yang terbuat dari rebung dibungkus dengan lembaran tepung. Selain rebung, juga diisi dengan telur ayam dan udang. Lumpia dapat disajikan dengan digoreng terlebih dulu atau tanpa digoreng.  Oleh-oleh khas yang hanya bertahan 1 hari, biasa disajikan dengan saos. Penganan ini dapat dibeli di Jl. Mataram, Jl. Gajah Mada, Jl. Pandanaran dan Jl. Pemuda.  ",kudapan yang terbuat dari rebung dibungkus dengan lembaran tepung selain rebung juga diisi dengan telur ayam dan udang lumpia dapat disajikan dengan digoreng terlebih dulu atau tanpa digoreng oleh oleh khas yang hanya bertahan hari biasa disajikan dengan saos penganan ini dapat dibeli di jl mataram jl gajah mada jl pandanaran dan jl pemuda ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/lumpia
8,Wedang Tahu ,"Wedang Tahu adalah sejenis minuman yang beraroma jahe dan berisi sari tahu. Minuman khas yang bisa menghangatkan tubuh ini bisa diperoleh keliling kampung-kampung, Waroeng Semawis dan di sekitar toko Roti Swiss Jl. Setiabudi, Kota Semarang.",wedang tahu adalah sejenis minuman yang beraroma jahe dan berisi sari tahu minuman khas yang bisa menghangatkan tubuh ini bisa diperoleh keliling kampung kampung waroeng semawis dan di sekitar toko roti swiss jl setiabudi kota semarang ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/wedang-tahu
9,Tahu Petis ,"Tahu Petis, makanan khas Kota Semarang terbuat dari tahu pong yang digoreng kering dan renyah yag diisi dengan petis udang yang telah diracik dengan bumbu special sehingga beraroma harum, gurih dan manis.",tahu petis makanan khas kota semarang terbuat dari tahu pong yang digoreng kering dan renyah yag diisi dengan petis udang yang telah diracik dengan bumbu special sehingga beraroma harum gurih dan manis ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/kuliner/tahu-petis
